,pre,stop,vowel,pre_path,stop_path,vowel_path,pre_startTime,pre_endTime,stop_startTime,stop_endTime,vowel_startTime,vowel_endTime,speaker,wuid,phi_type,first_sep_frame,second_sep_frame
137,,T,AO,,4481/17498/0027/4481-17498-0027-0033.flac,4481/17498/0027/4481-17498-0027-0034.flac,2.5512756248849375,,2.67,2.8,2.8,2.9,4481,4481-17498-0027-0008,T,7,15
138,,K,IY,,103/1241/0043/103-1241-0043-0050.flac,103/1241/0043/103-1241-0043-0051.flac,3.396903587749968,,3.47,3.56,3.56,3.66,103,103-1241-0043-0012,T,4,10
139,,T,IH,,4297/13006/0003/4297-13006-0003-0016.flac,4297/13006/0003/4297-13006-0003-0017.flac,1.1048824964437212,,1.16,1.22,1.22,1.27,4297,4297-13006-0003-0006,T,3,7
140,,T,AH,,4297/13006/0018/4297-13006-0018-0072.flac,4297/13006/0018/4297-13006-0018-0073.flac,5.287463365513206,,5.4,5.48,5.48,5.52,4297,4297-13006-0018-0020,T,7,12
141,,T,AH,,909/131044/0027/909-131044-0027-0066.flac,909/131044/0027/909-131044-0027-0067.flac,5.444148792341145,,5.52,5.61,5.61,5.68,909,909-131044-0027-0017,T,4,10
142,,K,AH,,4481/17498/0043/4481-17498-0043-0164.flac,4481/17498/0043/4481-17498-0043-0165.flac,15.258145520761211,,15.33,15.41,15.41,15.46,4481,4481-17498-0043-0046,T,4,9
143,,K,AO,,4297/13009/0031/4297-13009-0031-0003.flac,4297/13009/0031/4297-13009-0031-0004.flac,0.4867955276108686,,0.57,0.66,0.66,0.72,4297,4297-13009-0031-0001,T,5,10
144,,T,IH,,909/131045/0009/909-131045-0009-0017.flac,909/131045/0009/909-131045-0009-0018.flac,1.3604269521218069,,1.51,1.57,1.57,1.61,909,909-131045-0009-0004,T,9,13
145,,P,ER,,909/131041/0003/909-131041-0003-0034.flac,909/131041/0003/909-131041-0003-0035.flac,2.7241181695272356,,2.89,3.04,3.04,3.16,909,909-131041-0003-0010,T,10,19
146,,K,AO,,4297/13006/0018/4297-13006-0018-0051.flac,4297/13006/0018/4297-13006-0018-0052.flac,4.035830535660222,,4.14,4.25,4.25,4.32,4297,4297-13006-0018-0015,T,6,13
147,,K,AH,,909/131044/0023/909-131044-0023-0009.flac,909/131044/0023/909-131044-0023-0010.flac,0.7079297118188038,,0.78,0.85,0.85,0.88,909,909-131044-0023-0003,T,4,8
148,,T,AH,,4297/13009/0012/4297-13009-0012-0127.flac,4297/13009/0012/4297-13009-0012-0128.flac,12.834799235517247,,12.96,13.04,13.04,13.1,4297,4297-13009-0012-0041,T,7,12
149,,T,IH,,909/131044/0030/909-131044-0030-0077.flac,909/131044/0030/909-131044-0030-0078.flac,6.963498732076828,,7.05,7.12,7.12,7.19,909,909-131044-0030-0019,T,5,9
150,,T,UW,,4297/13009/0016/4297-13009-0016-0075.flac,4297/13009/0016/4297-13009-0016-0076.flac,5.501039097535178,,5.56,5.66,5.66,5.73,4297,4297-13009-0016-0017,T,3,9
151,,K,UH,,4297/13009/0051/4297-13009-0051-0081.flac,4297/13009/0051/4297-13009-0051-0082.flac,8.13496417367242,,8.2,8.26,8.26,8.32,4297,4297-13009-0051-0023,T,4,7
152,,T,UW,,8630/305213/0018/8630-305213-0018-0109.flac,8630/305213/0018/8630-305213-0018-0110.flac,13.183845776358805,,13.27,13.36,13.36,13.41,8630,8630-305213-0018-0036,T,5,11
153,,T,AH,,909/131041/0023/909-131041-0023-0069.flac,909/131041/0023/909-131041-0023-0070.flac,6.033721402135965,,6.1,6.16,6.16,6.22,909,909-131041-0023-0016,T,4,7
154,,T,IH,,4481/17498/0012/4481-17498-0012-0096.flac,4481/17498/0012/4481-17498-0012-0097.flac,8.628148197567546,,8.75,8.79,8.79,8.85,4481,4481-17498-0012-0024,T,7,10
155,,P,ER,,909/131041/0021/909-131041-0021-0006.flac,909/131041/0021/909-131041-0021-0007.flac,0.46240867655437373,,0.53,0.63,0.63,0.74,909,909-131041-0021-0002,T,4,10
156,,T,UW,,4481/17498/0015/4481-17498-0015-0172.flac,4481/17498/0015/4481-17498-0015-0173.flac,14.54305044109996,,14.63,14.72,14.72,14.92,4481,4481-17498-0015-0039,T,5,11
157,,T,AH,,909/131044/0004/909-131044-0004-0116.flac,909/131044/0004/909-131044-0004-0117.flac,9.955112330924939,,10.07,10.11,10.11,10.18,909,909-131044-0004-0033,T,7,9
158,,P,EY,,8630/305212/0041/8630-305212-0041-0015.flac,8630/305212/0041/8630-305212-0041-0016.flac,1.1453497309591536,,1.26,1.39,1.39,1.59,8630,8630-305212-0041-0005,T,7,15
159,,T,AH,,4297/13009/0021/4297-13009-0021-0046.flac,4297/13009/0021/4297-13009-0021-0047.flac,3.676712617669231,,3.75,3.82,3.82,3.86,4297,4297-13009-0021-0012,T,4,8
160,,T,OW,,8630/305212/0041/8630-305212-0041-0067.flac,8630/305212/0041/8630-305212-0041-0068.flac,7.083092536828415,,7.12,7.2,7.2,7.28,8630,8630-305212-0041-0023,T,2,7
161,,P,AA,,8630/305212/0041/8630-305212-0041-0076.flac,8630/305212/0041/8630-305212-0041-0077.flac,8.041787798165021,,8.14,8.26,8.26,8.36,8630,8630-305212-0041-0026,T,6,13
162,,K,ER,,909/131045/0018/909-131045-0018-0082.flac,909/131045/0018/909-131045-0018-0083.flac,6.3076496445374834,,6.4,6.53,6.53,6.7,909,909-131045-0018-0023,T,5,13
163,,T,IH,,103/1241/0018/103-1241-0018-0080.flac,103/1241/0018/103-1241-0018-0081.flac,6.437789273294685,,6.47,6.5,6.5,6.54,103,103-1241-0018-0021,T,2,3
164,,T,AH,,8630/305213/0048/8630-305213-0048-0046.flac,8630/305213/0048/8630-305213-0048-0047.flac,5.148645895208788,,5.21,5.28,5.28,5.35,8630,8630-305213-0048-0013,T,3,8
165,,K,AO,,4297/13006/0041/4297-13006-0041-0066.flac,4297/13006/0041/4297-13006-0041-0067.flac,6.138272214491169,,6.2,6.31,6.31,6.35,4297,4297-13006-0041-0021,T,3,10
166,,T,AH,,8630/305213/0054/8630-305213-0054-0024.flac,8630/305213/0054/8630-305213-0054-0025.flac,1.8384814865676657,,1.9,1.97,1.97,2.03,8630,8630-305213-0054-0006,T,3,8
167,,T,AH,,8630/305213/0014/8630-305213-0014-0034.flac,8630/305213/0014/8630-305213-0014-0035.flac,4.330472006586722,,4.4,4.49,4.49,4.55,8630,8630-305213-0014-0010,T,4,9
168,,P,IY,,103/1240/0009/103-1240-0009-0041.flac,103/1240/0009/103-1240-0009-0042.flac,2.804964032127383,,2.87,2.95,2.95,3.03,103,103-1240-0009-0012,T,4,9
169,,K,ER,,909/131041/0014/909-131041-0014-0113.flac,909/131041/0014/909-131041-0014-0114.flac,10.138718329433779,,10.22,10.33,10.33,10.44,909,909-131041-0014-0027,T,5,11
170,,T,AH,,103/1241/0038/103-1241-0038-0166.flac,103/1241/0038/103-1241-0038-0167.flac,11.972291625410362,,12.07,12.12,12.12,12.17,103,103-1241-0038-0045,T,6,9
171,,T,IH,,4297/13009/0024/4297-13009-0024-0148.flac,4297/13009/0024/4297-13009-0024-0149.flac,12.691546818154254,,12.75,12.79,12.79,12.84,4297,4297-13009-0024-0040,T,3,6
172,,T,AH,,4481/17498/0037/4481-17498-0037-0141.flac,4481/17498/0037/4481-17498-0037-0142.flac,13.213281845877134,,13.31,13.35,13.35,13.4,4481,4481-17498-0037-0037,T,6,8
173,,K,AH,,103/1240/0027/103-1240-0027-0150.flac,103/1240/0027/103-1240-0027-0151.flac,11.444270803959789,,11.51,11.6,11.6,11.65,103,103-1240-0027-0040,T,4,9
174,,P,EY,,8630/305212/0042/8630-305212-0042-0053.flac,8630/305212/0042/8630-305212-0042-0054.flac,7.342949604562719,,7.41,7.55,7.55,7.68,8630,8630-305212-0042-0019,T,4,12
175,,K,AH,,8630/305213/0024/8630-305213-0024-0033.flac,8630/305213/0024/8630-305213-0024-0034.flac,3.5310667783333782,,3.62,3.68,3.68,3.73,8630,8630-305213-0024-0011,T,5,9
176,,K,AH,,8630/305213/0053/8630-305213-0053-0137.flac,8630/305213/0053/8630-305213-0053-0138.flac,14.843562555500997,,14.9,14.96,14.96,15.01,8630,8630-305213-0053-0033,T,3,7
177,,T,ER,,8630/305212/0039/8630-305212-0039-0094.flac,8630/305212/0039/8630-305212-0039-0095.flac,10.863577414579026,,10.94,11.07,11.07,11.24,8630,8630-305212-0039-0024,T,4,12
178,,T,UW,,4297/13006/0015/4297-13006-0015-0033.flac,4297/13006/0015/4297-13006-0015-0034.flac,2.212141724606768,,2.29,2.36,2.36,2.42,4297,4297-13006-0015-0007,T,4,9
179,,T,AH,,4297/13009/0019/4297-13009-0019-0067.flac,4297/13009/0019/4297-13009-0019-0068.flac,5.436720686063261,,5.51,5.6,5.6,5.64,4297,4297-13009-0019-0012,T,4,10
180,,K,AH,,8630/305212/0019/8630-305212-0019-0091.flac,8630/305212/0019/8630-305212-0019-0092.flac,7.466658019374929,,7.58,7.66,7.66,7.73,8630,8630-305212-0019-0028,T,7,12
181,,K,UH,,909/131045/0008/909-131045-0008-0018.flac,909/131045/0008/909-131045-0008-0019.flac,1.3931486764721428,,1.53,1.64,1.64,1.7,909,909-131045-0008-0004,T,8,15
182,,T,AH,,103/1240/0012/103-1240-0012-0089.flac,103/1240/0012/103-1240-0012-0090.flac,7.610489037789127,,7.7,7.75,7.75,7.8,103,103-1240-0012-0024,T,5,8
183,,P,IY,,909/131045/0034/909-131045-0034-0104.flac,909/131045/0034/909-131045-0034-0105.flac,8.560612297414364,,8.65,8.79,8.79,8.89,909,909-131045-0034-0028,T,5,14
184,,K,AA,,8630/305212/0025/8630-305212-0025-0108.flac,8630/305212/0025/8630-305212-0025-0109.flac,9.938814214192425,,10.01,10.09,10.09,10.17,8630,8630-305212-0025-0025,T,4,9
185,,P,EY,,4481/17499/0046/4481-17499-0046-0087.flac,4481/17499/0046/4481-17499-0046-0088.flac,8.472067642399855,,8.59,8.67,8.67,8.76,4481,4481-17499-0046-0029,T,7,12
186,,P,AE,,4481/17498/0045/4481-17498-0045-0098.flac,4481/17498/0045/4481-17498-0045-0099.flac,8.935343520035675,,8.99,9.09,9.09,9.21,4481,4481-17498-0045-0030,T,3,9
187,,T,AH,,909/131045/0004/909-131045-0004-0131.flac,909/131045/0004/909-131045-0004-0132.flac,11.232337425704982,,11.44,11.48,11.48,11.53,909,909-131045-0004-0033,T,12,15
188,,K,AH,,103/1241/0017/103-1241-0017-0073.flac,103/1241/0017/103-1241-0017-0074.flac,6.421791512428263,,6.49,6.53,6.53,6.59,103,103-1241-0017-0018,T,4,6
189,,P,EH,,8630/305212/0013/8630-305212-0013-0032.flac,8630/305212/0013/8630-305212-0013-0033.flac,4.0404499663374205,,4.14,4.21,4.21,4.24,8630,8630-305212-0013-0009,T,6,10
190,,P,AH,,909/131044/0022/909-131044-0022-0062.flac,909/131044/0022/909-131044-0022-0063.flac,4.62788026297591,,4.72,4.84,4.84,4.88,909,909-131044-0022-0014,T,5,13
191,,P,AW,,909/131044/0016/909-131044-0016-0064.flac,909/131044/0016/909-131044-0016-0065.flac,5.595589890243399,,5.69,5.83,5.83,6.0,909,909-131044-0016-0015,T,5,14
192,,T,IH,,909/131044/0029/909-131044-0029-0152.flac,909/131044/0029/909-131044-0029-0153.flac,12.397944398934229,,12.46,12.53,12.53,12.58,909,909-131044-0029-0040,T,3,8
193,,T,IH,,4297/13006/0040/4297-13006-0040-0112.flac,4297/13006/0040/4297-13006-0040-0113.flac,11.593880924791783,,11.65,11.71,11.71,11.75,4297,4297-13006-0040-0034,T,3,7
194,,K,ER,,8630/305212/0015/8630-305212-0015-0131.flac,8630/305212/0015/8630-305212-0015-0132.flac,12.260808991630974,,12.38,12.48,12.48,12.64,8630,8630-305212-0015-0033,T,7,13
195,,K,AH,,4297/13009/0047/4297-13009-0047-0010.flac,4297/13009/0047/4297-13009-0047-0011.flac,0.6295330022280569,,0.7,0.77,0.77,0.83,4297,4297-13009-0047-0003,T,4,8
196,,T,AH,,909/131045/0040/909-131045-0040-0086.flac,909/131045/0040/909-131045-0040-0087.flac,7.883900218149863,,8.0,8.04,8.04,8.08,909,909-131045-0040-0020,T,7,9
197,,P,OY,,103/1241/0016/103-1241-0016-0025.flac,103/1241/0016/103-1241-0016-0026.flac,1.5898710081311596,,1.66,1.85,1.85,1.92,103,103-1241-0016-0008,T,4,16
198,,K,EH,,4297/13006/0025/4297-13006-0025-0082.flac,4297/13006/0025/4297-13006-0025-0083.flac,9.537658709107356,,9.59,9.73,9.73,9.78,4297,4297-13006-0025-0026,T,3,12
199,,T,AH,,909/131041/0011/909-131041-0011-0047.flac,909/131041/0011/909-131041-0011-0048.flac,4.289758282566722,,4.37,4.5,4.5,4.56,909,909-131041-0011-0014,T,5,13
200,,P,AA,,4297/13009/0027/4297-13009-0027-0129.flac,4297/13009/0027/4297-13009-0027-0130.flac,11.315795714475321,,11.43,11.53,11.53,11.6,4297,4297-13009-0027-0036,T,7,13
201,,T,AY,,4297/13009/0025/4297-13009-0025-0083.flac,4297/13009/0025/4297-13009-0025-0084.flac,7.241072161580482,,7.3,7.42,7.42,7.62,4297,4297-13009-0025-0024,T,3,11
202,,T,UW,,909/131045/0016/909-131045-0016-0074.flac,909/131045/0016/909-131045-0016-0075.flac,7.310978668215478,,7.36,7.43,7.43,7.5,909,909-131045-0016-0018,T,3,7
203,,T,AH,,909/131044/0033/909-131044-0033-0025.flac,909/131044/0033/909-131044-0033-0026.flac,1.9351839482135973,,2.0,2.05,2.05,2.11,909,909-131044-0033-0007,T,4,7
204,,T,EY,,4481/17498/0001/4481-17498-0001-0015.flac,4481/17498/0001/4481-17498-0001-0016.flac,0.9471701728446051,,1.03,1.14,1.14,1.21,4481,4481-17498-0001-0003,T,5,12
205,,T,ER,,4481/17498/0032/4481-17498-0032-0154.flac,4481/17498/0032/4481-17498-0032-0155.flac,13.97479863345888,,14.03,14.15,14.15,14.41,4481,4481-17498-0032-0049,T,3,10
206,,T,AH,,103/1240/0031/103-1240-0031-0180.flac,103/1240/0031/103-1240-0031-0181.flac,13.829902292851202,,13.95,13.99,13.99,14.04,103,103-1240-0031-0049,T,7,10
207,,P,AO,,909/131044/0026/909-131044-0026-0138.flac,909/131044/0026/909-131044-0026-0139.flac,11.096211661535802,,11.17,11.28,11.28,11.37,909,909-131044-0026-0033,T,4,11
208,,P,UW,,8630/305213/0014/8630-305213-0014-0092.flac,8630/305213/0014/8630-305213-0014-0093.flac,11.934013349571737,,12.08,12.19,12.19,12.33,8630,8630-305213-0014-0031,T,9,15
209,,T,AW,,103/1240/0014/103-1240-0014-0141.flac,103/1240/0014/103-1240-0014-0142.flac,11.498953031520731,,11.57,11.7,11.7,11.82,103,103-1240-0014-0035,T,4,12
210,,T,AO,,103/1240/0029/103-1240-0029-0169.flac,103/1240/0029/103-1240-0029-0170.flac,14.525738813985742,,14.64,14.81,14.81,15.05,103,103-1240-0029-0040,T,7,17
211,,T,AH,,8630/305213/0017/8630-305213-0017-0098.flac,8630/305213/0017/8630-305213-0017-0099.flac,12.00764419647822,,12.08,12.14,12.14,12.19,8630,8630-305213-0017-0033,T,4,8
212,,T,AH,,909/131045/0029/909-131045-0029-0140.flac,909/131045/0029/909-131045-0029-0141.flac,12.640861121902502,,12.76,12.83,12.83,12.88,909,909-131045-0029-0031,T,7,11
213,,T,AH,,8630/305213/0016/8630-305213-0016-0045.flac,8630/305213/0016/8630-305213-0016-0046.flac,4.530254985884262,,4.61,4.66,4.66,4.73,8630,8630-305213-0016-0014,T,4,8
214,,T,EH,,103/1240/0053/103-1240-0053-0149.flac,103/1240/0053/103-1240-0053-0150.flac,10.241945220433125,,10.29,10.36,10.36,10.43,103,103-1240-0053-0041,T,3,7
215,,P,IY,,4481/17498/0013/4481-17498-0013-0127.flac,4481/17498/0013/4481-17498-0013-0128.flac,10.922800536897437,,11.03,11.13,11.13,11.34,4481,4481-17498-0013-0038,T,6,12
216,,T,EH,,4297/13009/0006/4297-13009-0006-0051.flac,4297/13009/0006/4297-13009-0006-0052.flac,4.0940873427759845,,4.16,4.25,4.25,4.33,4297,4297-13009-0006-0015,T,4,9
217,,K,AH,,103/1240/0004/103-1240-0004-0044.flac,103/1240/0004/103-1240-0004-0045.flac,3.027146413326733,,3.12,3.17,3.17,3.23,103,103-1240-0004-0011,T,5,8
218,,T,UW,,8630/305212/0009/8630-305212-0009-0096.flac,8630/305212/0009/8630-305212-0009-0097.flac,9.6029863021438,,9.64,9.81,9.81,9.88,8630,8630-305212-0009-0029,T,2,12
219,,T,AH,,909/131041/0009/909-131041-0009-0030.flac,909/131041/0009/909-131041-0009-0031.flac,3.998395354101516,,4.11,4.17,4.17,4.22,909,909-131041-0009-0009,T,6,10
220,,T,UW,,4297/13006/0022/4297-13006-0022-0039.flac,4297/13006/0022/4297-13006-0022-0040.flac,3.7868922500673095,,3.85,3.97,3.97,4.0,4297,4297-13006-0022-0014,T,3,11
221,,T,UW,,8630/305213/0046/8630-305213-0046-0001.flac,8630/305213/0046/8630-305213-0046-0002.flac,0.4414296664683147,,0.53,0.6,0.6,0.73,8630,8630-305213-0046-0000,T,5,9
222,,T,AE,,8630/305213/0011/8630-305213-0011-0006.flac,8630/305213/0011/8630-305213-0011-0007.flac,0.4956998970496229,,0.59,0.69,0.69,0.87,8630,8630-305213-0011-0002,T,5,12
223,,K,AH,,4297/13006/0002/4297-13006-0002-0097.flac,4297/13006/0002/4297-13006-0002-0098.flac,7.434371504943458,,7.54,7.62,7.62,7.68,4297,4297-13006-0002-0026,T,6,11
224,,T,UW,,909/131045/0029/909-131045-0029-0038.flac,909/131045/0029/909-131045-0029-0039.flac,3.1782824694116103,,3.23,3.33,3.33,3.43,909,909-131045-0029-0008,T,3,9
225,,K,AO,,103/1240/0034/103-1240-0034-0155.flac,103/1240/0034/103-1240-0034-0156.flac,14.61420895197157,,14.69,14.79,14.79,14.84,103,103-1240-0034-0041,T,4,10
226,,K,AA,,909/131045/0019/909-131045-0019-0080.flac,909/131045/0019/909-131045-0019-0081.flac,6.144709932910646,,6.29,6.38,6.38,6.48,909,909-131045-0019-0018,T,9,14
227,,P,IY,,909/131044/0009/909-131044-0009-0120.flac,909/131044/0009/909-131044-0009-0121.flac,10.923169102889158,,11.03,11.13,11.13,11.23,909,909-131044-0009-0030,T,6,12
228,,K,UH,,8630/305212/0030/8630-305212-0030-0098.flac,8630/305212/0030/8630-305212-0030-0099.flac,10.195369897753999,,10.27,10.31,10.31,10.38,8630,8630-305212-0030-0022,T,4,7
229,,K,AH,,909/131045/0025/909-131045-0025-0176.flac,909/131045/0025/909-131045-0025-0177.flac,14.508279470477843,,14.62,14.71,14.71,14.75,909,909-131045-0025-0044,T,6,12
230,,K,UH,,103/1240/0027/103-1240-0027-0157.flac,103/1240/0027/103-1240-0027-0158.flac,11.841995326935137,,11.95,12.02,12.02,12.07,103,103-1240-0027-0041,T,6,11
231,,K,AO,,103/1240/0029/103-1240-0029-0046.flac,103/1240/0029/103-1240-0029-0047.flac,4.487271632614254,,4.6,4.72,4.72,4.79,103,103-1240-0029-0015,T,7,14
232,,P,ER,,909/131041/0029/909-131041-0029-0083.flac,909/131041/0029/909-131041-0029-0084.flac,7.52547978835228,,7.58,7.69,7.69,7.81,909,909-131041-0029-0020,T,3,10
233,,K,AH,,4481/17498/0015/4481-17498-0015-0077.flac,4481/17498/0015/4481-17498-0015-0078.flac,6.611155039538857,,6.74,6.8,6.8,6.85,4481,4481-17498-0015-0018,T,8,11
234,,K,AO,,4297/13006/0019/4297-13006-0019-0098.flac,4297/13006/0019/4297-13006-0019-0099.flac,11.35576438664273,,11.42,11.48,11.48,11.53,4297,4297-13006-0019-0030,T,4,7
235,,P,AA,,4481/17498/0003/4481-17498-0003-0140.flac,4481/17498/0003/4481-17498-0003-0141.flac,10.601563557122118,,10.75,10.87,10.87,10.91,4481,4481-17498-0003-0029,T,9,16
236,,T,IH,,4481/17499/0003/4481-17499-0003-0121.flac,4481/17499/0003/4481-17499-0003-0122.flac,11.846177446061695,,11.93,12.01,12.01,12.07,4481,4481-17499-0003-0035,T,5,10
237,,K,AH,,4297/13006/0027/4297-13006-0027-0050.flac,4297/13006/0027/4297-13006-0027-0051.flac,6.5675747196144645,,6.67,6.75,6.75,6.8,4297,4297-13006-0027-0014,T,6,11
238,,T,IH,,4481/17499/0029/4481-17499-0029-0142.flac,4481/17499/0029/4481-17499-0029-0143.flac,13.05191229310074,,13.16,13.21,13.21,13.27,4481,4481-17499-0029-0036,T,6,9
239,,K,ER,,4481/17498/0027/4481-17498-0027-0149.flac,4481/17498/0027/4481-17498-0027-0150.flac,13.271916129594672,,13.39,13.54,13.54,13.65,4481,4481-17498-0027-0037,T,7,16
240,,K,AA,,909/131041/0004/909-131041-0004-0059.flac,909/131041/0004/909-131041-0004-0060.flac,5.533452060713099,,5.66,5.81,5.81,5.92,909,909-131041-0004-0011,T,7,17
241,,P,IH,,909/131045/0028/909-131045-0028-0109.flac,909/131045/0028/909-131045-0028-0110.flac,9.48715973371898,,9.61,9.7,9.7,9.77,909,909-131045-0028-0029,T,7,13
242,,T,UW,,4297/13006/0016/4297-13006-0016-0088.flac,4297/13006/0016/4297-13006-0016-0089.flac,7.519513751674349,,7.59,7.69,7.69,7.9,4297,4297-13006-0016-0025,T,4,10
243,,K,AA,,909/131045/0013/909-131045-0013-0009.flac,909/131045/0013/909-131045-0013-0010.flac,0.3477345776664541,,0.48,0.65,0.65,0.77,909,909-131045-0013-0003,T,8,18
244,,K,AH,,4481/17499/0040/4481-17499-0040-0043.flac,4481/17499/0040/4481-17499-0040-0044.flac,4.681388286115705,,4.76,4.8,4.8,4.88,4481,4481-17499-0040-0012,T,4,7
245,,T,AH,,8630/305212/0027/8630-305212-0027-0092.flac,8630/305212/0027/8630-305212-0027-0093.flac,8.509049487450511,,8.57,8.63,8.63,8.7,8630,8630-305212-0027-0023,T,3,7
246,,T,IH,,103/1241/0023/103-1241-0023-0201.flac,103/1241/0023/103-1241-0023-0202.flac,14.96311775883149,,15.04,15.1,15.1,15.15,103,103-1241-0023-0061,T,4,8
247,,K,AH,,4481/17498/0034/4481-17498-0034-0032.flac,4481/17498/0034/4481-17498-0034-0033.flac,2.6660609300829514,,2.76,2.84,2.84,2.89,4481,4481-17498-0034-0007,T,5,10
248,,K,EH,,4297/13009/0051/4297-13009-0051-0042.flac,4297/13009/0051/4297-13009-0051-0043.flac,4.331348390711327,,4.4,4.55,4.55,4.6,4297,4297-13009-0051-0013,T,4,13
249,,K,OW,,4297/13009/0016/4297-13009-0016-0032.flac,4297/13009/0016/4297-13009-0016-0033.flac,2.3572034418988403,,2.41,2.5,2.5,2.59,4297,4297-13009-0016-0009,T,3,8
250,,T,AH,,4297/13009/0007/4297-13009-0007-0084.flac,4297/13009/0007/4297-13009-0007-0085.flac,6.517797021310281,,6.61,6.68,6.68,6.72,4297,4297-13009-0007-0019,T,5,10
251,,T,AH,,909/131041/0009/909-131041-0009-0080.flac,909/131041/0009/909-131041-0009-0081.flac,7.807019974386996,,7.87,7.94,7.94,8.01,909,909-131041-0009-0020,T,3,8
252,,T,IH,,4481/17498/0024/4481-17498-0024-0037.flac,4481/17498/0024/4481-17498-0024-0038.flac,3.1797012643117117,,3.25,3.29,3.29,3.36,4481,4481-17498-0024-0011,T,4,6
253,,T,UW,,909/131045/0034/909-131045-0034-0035.flac,909/131045/0034/909-131045-0034-0036.flac,2.576557951466294,,2.64,2.77,2.77,2.86,909,909-131045-0034-0010,T,3,12
254,,T,AH,,909/131044/0015/909-131044-0015-0031.flac,909/131044/0015/909-131044-0015-0032.flac,2.800786826535604,,2.9,2.96,2.96,3.02,909,909-131044-0015-0007,T,6,9
255,,P,AA,,4481/17499/0015/4481-17499-0015-0165.flac,4481/17499/0015/4481-17499-0015-0166.flac,14.030116588026003,,14.14,14.25,14.25,14.4,4481,4481-17499-0015-0045,T,6,13
256,,P,AA,,4297/13009/0019/4297-13009-0019-0077.flac,4297/13009/0019/4297-13009-0019-0078.flac,6.102930778254958,,6.26,6.36,6.36,6.46,4297,4297-13009-0019-0016,T,9,16
257,,P,AE,,4481/17498/0047/4481-17498-0047-0115.flac,4481/17498/0047/4481-17498-0047-0116.flac,11.322693964455086,,11.39,11.51,11.51,11.63,4481,4481-17498-0047-0038,T,4,11
258,,T,UW,,909/131045/0042/909-131045-0042-0108.flac,909/131045/0042/909-131045-0042-0109.flac,8.898564526672,,8.98,9.05,9.05,9.1,909,909-131045-0042-0024,T,5,9
259,,P,AA,,909/131041/0000/909-131041-0000-0065.flac,909/131041/0000/909-131041-0000-0066.flac,4.999659564081407,,5.06,5.18,5.18,5.25,909,909-131041-0000-0016,T,3,11
260,,T,AH,,8630/305212/0029/8630-305212-0029-0001.flac,8630/305212/0029/8630-305212-0029-0002.flac,0.11912536815671781,,0.18,0.25,0.25,0.3,8630,8630-305212-0029-0000,T,3,8
261,,P,UW,,4297/13009/0055/4297-13009-0055-0085.flac,4297/13009/0055/4297-13009-0055-0086.flac,6.658099879272043,,6.73,6.86,6.86,6.93,4297,4297-13009-0055-0023,T,4,12
262,,K,AA,,8630/305213/0006/8630-305213-0006-0070.flac,8630/305213/0006/8630-305213-0006-0071.flac,7.243079916915388,,7.31,7.4,7.4,7.48,8630,8630-305213-0006-0018,T,4,9
263,,K,AH,,103/1240/0029/103-1240-0029-0098.flac,103/1240/0029/103-1240-0029-0099.flac,8.095100323280777,,8.18,8.27,8.27,8.36,103,103-1240-0029-0024,T,5,10
264,,K,EH,,4481/17499/0002/4481-17499-0002-0139.flac,4481/17499/0002/4481-17499-0002-0140.flac,13.761544877407488,,13.89,13.96,13.96,14.05,4481,4481-17499-0002-0040,T,8,12
265,,T,EY,,909/131041/0015/909-131041-0015-0095.flac,909/131041/0015/909-131041-0015-0096.flac,9.459935724493384,,9.55,9.64,9.64,9.72,909,909-131041-0015-0020,T,5,11
266,,T,AH,,4297/13009/0064/4297-13009-0064-0137.flac,4297/13009/0064/4297-13009-0064-0138.flac,11.382600070344289,,11.47,11.56,11.56,11.6,4297,4297-13009-0064-0030,T,5,11
267,,T,AH,,8630/305212/0020/8630-305212-0020-0143.flac,8630/305212/0020/8630-305212-0020-0144.flac,13.158966486673382,,13.24,13.32,13.32,13.38,8630,8630-305212-0020-0035,T,5,10
268,,T,UW,,909/131041/0008/909-131041-0008-0003.flac,909/131041/0008/909-131041-0008-0004.flac,0.3237792252155915,,0.4,0.47,0.47,0.55,909,909-131041-0008-0001,T,4,9
269,,K,IY,,4481/17499/0036/4481-17499-0036-0146.flac,4481/17499/0036/4481-17499-0036-0147.flac,13.64681190157218,,13.78,13.88,13.88,13.98,4481,4481-17499-0036-0041,T,8,14
